"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Post-demographic dividend","PST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17297601456207.9","18098973706177.7","18845234264859.7","19459727382439.6","20476731028197.2","21454413253877.2","22493164032160.4","23615957137903.5","24542144111125.9","25732641381412.3","27498639381235","28618718144475.6","29759268072943.2","30872993738508.8","32711005796259","34488680477012.5","36896140637909.4","38927242714015.5","40149262611914","39262190823782","40850940646283.6","42502379924139.6","43822521497000.8","45623785751581.2","47073256744559.3","48538546801075.5","50422303342259.8","52630589621822.1","55093310636486","57019559503685.1","55086531455702.3",
"French Polynesia","PYF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57364499460.3035","60907971032.4376","66315087918.7807","70059328669.0253","85772614228.9539","95071305625.7056","123581683778.739","149725488626.977","179599118634.564","202605877010.753","245124506935.082","283715621799.724","311040857105.68","322984775359.257","317405707362.121","238529336835.754","220585134010.778","249963056688.56","259125458441.551","265566484615.656","259108902793.967",
"Romania","ROU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122216438083.728","110027411079.431","102668650854.785","106709085945.83","113273114041.075","122857291270.794","129638095709.188","125448316445.897","124782842970.128","125764117676.438","131305389719.829","144333042430.112","155640541699.479","162933595579.401","192697728159.59","204714801247.071","244602377941.352","285750981525.032","344668648640.162","338997246541.922","343980308056.545","360565719069.261","378487482607.958","395317006658.88","411273856235.864","428132962987.156","478200935450.909","531675322360.865","569590435296.888","626166570431.828","616109657205.029",
"Russian Federation","RUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1187861838265.52","1166054436844.48","1019326150452.28","953032494667.731","851031811041.719","832874933680.043","817526684921.467","843109809492.514","807029157570.942","870676186417.134","1000581025238.43","1074585972513.87","1167897269467.94","1338656016320.21","1473342751156.18","1696729209938.25","2133189651012.88","2377454045295.71","2878201315078.6","2768599517939.51","2927003701117.15","3259319197327.18","3480299219245.86","3741783381914.27","3763534951277.15","3526235948513.73","3538975998887.58","3807101264909.28","4211362904037.68","4283892110145.62","4133083560983.54",
"Rwanda","RWA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4046915724.82806","4078576833.71111","4416506081.71785","4154582723.66659","2111124100.93335","2914609341.14963","3346263952.90714","3877837229.99656","4268874304.05835","4518967353.9365","5006723106.67392","5550658114.24349","6382285632.4202","6643982367.88683","7330996663.39397","8268261502.88468","9304482431.92914","10283743045.1187","11653895063.5629","12476455357.4564","13547605683.3363","14931297606.396","15704971170.7794","16685159010.3914","18916130212.6089","20516047508.4757","21965081417.0531","23665375199.0851","26312677787.8914","29316196686.7262","28663285848.8064",
"South Asia","SAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410037696480.05","1486329166873.35","1607910856318.99","1717362329357.27","1859754965357.76","2030223917163.64","2208728109111.65","2331992800734.67","2488897368423.86","2719547760826.4","2893392827659.64","3089559750325.18","3251670881750.39","3554784590048.65","3927148886115.7","4356537115755.4","4831943068242.15","5322183577367.77","5599089142638.25","6039034875289.21","6571091928385.96","7048797328729.67","7698345358320.45","8115578997724.88","8524714304086.09","8997144234395.87","9667844565849.8","10352072609228.2","11283286042394.1","11947248357696.8","11384086727950.1",
"Saudi Arabia","SAU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520572872295.365","618946426092.136","658294849348.661","664708437462.01","682695945883.313","698489703002.371","730038264997.722","751294684384.332","781733000111.398","763176096022.208","824128263723.029","832007957772.08","821341582005.739","930645164263.937","1031758941663.34","1123197697644.56","1189455013316.06","1243968072371.53","1347422313490.73","1329736076668.46","1413023526509.85","1586748761440.38","1672470748662.26","1680157969499.48","1722861781928.91","1541832118112.29","1475671785716.99","1565891922036.52","1642519382454.66","1677381920340.44","1627278285458.09",
"Sudan","SDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42049820806.2826","46736976940.9663","50946424687.0276","54536814696.7802","56261890053.2292","60886474576.9936","65671219852.9251","73908921300.8478","77960990913.5906","81541518010.4335","88654549686.3687","96488390454.8309","103901827658.205","112486916197.908","121453815523.6","132304803177.761","145211494312.624","157664278239.662","166913969532.52","163531534767.971","171820049956.017","169772374359.292","137749753316.058","142297814095.814","168144123941.597","172514150125.254","189556515893.704","187694696441.513","187048429681.729","186240409289.874","181575701837.48",
"Senegal","SEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11686096426.6036","12402650207.4503","12852770945.599","13336394274.9418","13614709884.6577","14660340894.4208","15230324716.7775","15974817650.706","17107494252.6593","18444929139.2922","19590282317.9705","20883012159.9332","21227904753.2173","22831658339.9566","24535017266.562","26389727744.8727","27822032731.6655","29377101408.4643","31057569224.0691","32155589440.4173","33633348478.6754","34793989168.2758","36713666049.6607","37797219083.6145","40124398370.99","43317631004.2569","46119109741.5674","49402166472.861","53729452837.9881","57096219876.2452","58629132115.2217",
"Singapore","SGP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72583218103.9922","80056715240.1844","87317789254.0625","99633807155.306","113054534233.087","123736835695.841","135416536293.511","149306016233.798","147671762067.489","158378637291.194","176555260886.955","178499066149.368","188420566534.403","200624771257.025","226256929165.23","250473673662.082","281291609939.514","314908127715.272","327031199674.358","329922989546.628","382249269336.188","414966621180.859","435964936235.077","448140098629.224","461771555846.862","481405402043.147","501388381069.58","535130768667.215","567144561807.731","585034474549.946","559957275350.789",
"Solomon Islands","SLB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427068921.955894","468002057.038894","539479237.993616","574353288.004577","634147770.505887","712789624.741472","737512491.580049","743816336.229065","761956817.958363","769199118.934762","674135495.111153","634060673.015832","626077733.240387","679323467.53893","744018624.520993","809700386.351899","874771931.333978","938273588.611422","1012070713.89679","1045858302.00826","1149213946.67147","1258537023.05926","1306537562.62904","1400340707.25936","1441238170.33636","1475564398.5544","1578718247.95047","1694345445.46434","1803460128.9931","1857756824.47658","1798305811.69748",
"Sierra Leone","SLE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3351755314.20052","3546601561.79011","2937746311.80183","3048718811.15732","3053183796.0014","2867837237.43858","2971564076.09482","2846936445.08696","2930369487.02821","2913840472.49894","3177161972.51886","3040823196.6813","3904932067.97406","4347875138.85169","4759522724.64317","5128879257.96306","5507285056.94803","6110932421.22898","6566100374.82165","6827083515.21472","7275897099.73723","7896957783.01499","9435032175.55611","11988314917.5541","12544191365.3844","11379594527.5419","11701373301.6946","12234073367.6414","12961849972.1804","13886443216.6103","13771960416.4941",
"El Salvador","SLV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15423267823.2342","16183075926.036","17714140214.8174","19189120321.8649","20518481332.2515","21940463613.6324","22523484782.7438","23645660726.6252","24546004637.0845","25438755781.557","26300772303.6217","27114079679.0371","27976188462.1774","28941803133.0465","29985317576.9101","31757380207.1374","34139977800.149","35709030852.6526","37177813961.2185","36679301661.7836","37888449855.4854","40156336831.723","40803596215.319","43092721853.0424","45533860833.6507","48056303342.8847","51094632264.7787","54005533544.6624","56647304659.3443","59032306654.3691","54596627417.6581",
"San Marino","SMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1147355401.48703","1246890390.84638","1379357764.76292","1440926413.75337","1554674946.53331","1584174584.01895","1676088180.67272","1799507282.58685","1900560234.00086","2033070987.69927","2236105202.49589","2268180980.3412","2049589837.84752","1959977347.08304","1834547471.48532","1748023888.7721","1740502670.69306","1825987815.79293","1850298479.64329","1924933739.58333","1982111206.95374","2061055359.75184","2147665958.107","",
"Somalia","SOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9015319104.00028","9863865557.87269","11345820907.6844","12230094634.8577","12655433779.5175","13814321837.8806","15138290850.3186","15682243683.2198",
"Serbia","SRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36789247827.0307","39809550837.9665","43441943808.4883","45398568962.1424","41713828407.1678","45261323632.4306","48658005921.7441","54159268735.999","57136193225.8101","63291490985.4772","68319005897.1462","75564895165.311","82840648140.8004","92848315987.2635","91826152272.846","93389129274.1241","99446412471.6906","100311366290.817","104804314977.664","104531437723.919","105922776066.958","111931121844.009","116623590602.224","123843512042.109","131572584194.417","133789885453.343",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917805186181.094","954226341806.382","974857024092.628","992754934765.298","1024923864447.11","1083466424246.36","1160553004402.81","1227709432359.04","1272933568072.43","1321278343777.57","1398542775098.77","1490664829222.47","1606898867360.35","1705342943534.15","1866930833963.99","2041876246062.37","2232140040716.89","2434010567216.36","2612068585874.5","2711376967984.04","2902824857389.83","3090779264918.01","3165717009904.29","3416579438553.99","3665571277603.44","3754549140242.56","3884385852578.03","4056886417893.08","4273412219119.44","4466394691908.87","4432973448203.02",
"South Sudan","SSD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25429212283.7067","26914895403.4404","28724297425.5037","27963579014.1695","15364070621.5654","21737660650.4627","15784928984.8425","13230895757.7817","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","918428117393.259","954888342045.272","975583370961.015","993545205714.189","1025724384885.11","1084276552681.31","1161418505548.93","1228696682046.74","1274016512192.6","1322397434440.29","1399703951700.36","1491823802095.49","1608089890050.64","1706483419550.18","1868067379332.67","2043154164338.5","2233580995805.83","2435645164872.33","2613697813307.33","2713000319914.89","2904564926762.25","3092695942484.97","3167620766619.39","3418590838225.53","3667753095992.35","3756796742343.53","3886817021500.25","4059503962363.49","4276139947789.54","4469203986535.88","4435508213669.5",
"Small states","SST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302955204773.642","322422789272.106","343031357819.073","366603227199.12","408251007087.94","442753828336.977","504891523057.829","566600372076.847","621438476180.548","639783174460.724","698476395428.607","762822342277.089","808195777593.498","833802399028.891","846639387255.069","753578769444.196","752492924440.293","815249193861.873","852917381678.232","885568530116.195","845328459975.961",
"Sao Tome and Principe","STP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266621132.768564","277275947.330618","300990382.673791","320938844.227389","354411748.489614","398421552.94882","422435555.313892","465906445.078189","480848666.316367","518907739.806382","553046576.228346","556654533.377984","637514713.07661","747127208.965568","765345672.333273","790433671.731358","818599649.86904","862942909.446701","897766750.482715","936310685.075873",
"Suriname","SUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2679190433.28636","2844578686.46964","2921041700.49462","2789931583.33314","2946391699.44018","3008174608.3697","3093885889.46993","3328714589.91409","3443602146.02474","3444414484.8511","3595363132.48239","3828542193.16172","3997995502.41831","4328793313.33099","4823186977.05712","5197230672.38947","5664725350.32001","6114225584.01173","6491420306.54697","6738030915.76224","7168881194.44425","7746725931.88615","8543650775.38909","9202825864.07952","9550173377.41946","9622881717.90609","8508517023.72891","10430862509.8543","11209845468.608","11535292911.6478","9813516110.38451",
"Slovak Republic","SVK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37977539740.6749","39689118616.9794","43052224003.891","46523429152.4083","50425469001.3938","54277679138.166","57261277594.5709","57813914070.6221","61331794601.5892","66651399046.9375","71578545706.9555","76121880901.2147","81732391549.0764","89400253225.0781","101490308604.85","113923817940.787","127626916993.841","124412868023.852","136519305246.331","141145550910.631","145400866528.456","151117210724.786","156758949098.91","162523592812.909","161000035771.492","163511752734.624","171741701938.07","177850793206.545","174761907744.4",
"Slovenia","SVN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27051740169.5215","28383960762.9632","30340408689.5315","31815882897.8755","33876856910.2429","35818671641.8194","37762270053.6765","40372330211.9372","42091249560.4074","45416225981.4937","47716592229.5885","51548470106.4701","55572386715.2778","59839628015.0018","56209189147.2868","57049211421.794","59391587736.5899","59745699109.9106","61744411905.6854","63653371400.3498","65265868522.9918","70079356305.4272","75438769514.6355","80709830518.0188","86035986467.9642","84266002137.2702",
"Sweden","SWE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174392549962.389","178223991673.424","180173606132.976","180632561225.411","191740155976.721","203464168436.742","211081112690.152","219357402618.164","229123316140.699","243339601758.025","262890889218.525","266349884757.256","276017763557.301","284711117130.166","304256144182.156","309212862460.073","342150659849.962","373749871956.36","388684182888.548","374814887607.709","396283612649.561","421515976518.429","432488311645.095","444616519268.393","457507742235.106","481170737701.317","500423685300.432","522476835542.435","544916414577.917","568811759453.996","568709675358.399",
"Eswatini","SWZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2891865254.21229","3042290530.97539","3212008954.36162","3390277995.61865","3545802919.19943","3794850946.73051","4012803211.97348","4211294709.37493","4369591751.95815","4563482929.15252","4747619301.05751","4902929392.90307","5198632167.99277","5500639844.09062","5853433821.28537","6397836960.22387","6986419196.35685","7492291910.50382","7700785766.16241","7880932557.10241","8275232341.18476","8637942064.38094","8921900521.11855","9464707358.67883","9634325481.73654","9729896589.14845","9698257055.88968","9457426061.9256","9914175627.11736","10354844223.3795","10281882374.0817",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116655944.50158","1165817085.51578","1244917732.92047","1138909192.13978","1188933090.17275","1464385642.4445","1483574423.47396","1528016143.55453","1538327625.27772","1471295250.68563","","",
"Seychelles","SYC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","622818606.582","661654701.709458","725197243.413162","788389995.790663","798794151.057666","808810594.068191","864121361.512927","984783938.290986","1079554629.3186","1115642393.96237","1157854574.53423","1156377688.45991","1188915593.95741","1139702074.97216","1137023982.61594","1278028919.71255","1440555617.15432","1633412360.89541","1629434661.36576","1623710104.68934","1740448419.06407","1916946267.35322","1904257550.36249","2012104370.57584","2182546758.07671","2248333254.81639","2431429643.23218","2617449530.18334","2727766923.26509","2809529514.5563","2536185912.89752",
"Syrian Arab Republic","SYR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","708657978.337852","660016719.545391","698811703.388272","779221758.655738","867052547.840007","963419197.315149","1004380845.71015","1086204274.95729","1164462688.79937","862540161.816962",
"Chad","TCD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4161958604.03725","4669947989.18592","5158550609.05127","4451216652.77593","5007119167.30193","5175327289.84297","5386790500.00222","5793097281.55075","6265544163.33509","6312604307.93638","6396948802.84862","7299383800.84389","8044452609.40937","9400116440.03388","12899493839.6633","15606758922.4824","16183285767.7142","17161672216.8038","18029572665.5953","18933250752.0233","21749239338.6399","22221960066.2343","22127764664.7183","20743635470.8357","22915027717.8257","25682812590.799","24238063013.9389","23832085166.556","24983656077.0027","26255399265.3949","26310312283.2644",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2314289079547.74","2577020299165.57","2904713770206.45","3283220911548.43","3696583944524.42","4134679476405","4579788716082.2","4974030302552.12","5068413266525.65","5440184740703.28","5968531438397.51","6494246238590.5","7100680777957.61","7846365653933.23","8758248841793.51","9879984983470.53","11236815510817.7","12893776747053.9","14223754842798.8","15393093995515.8","17064772555559.8","18861478059891.2","20604209127348.5","21951010661730.7","23142273137351","23975956854347.4","25207150014741.5","26779320469046.9","29173635707943.9","31380690636746","32025264246846.5",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2959681384493.28","2891435478605.11","2706157916420.27","2646685333249.26","2453179962334.22","2491929408128.52","2553901708803.63","2676936169766.33","2517257482344.91","2606786653235.87","2885755564097.41","3047126002707.78","3261306561134.06","3567277045793.78","3981785606417.53","4429313007885.98","5238660120342.57","5850832707723.07","6690779955981.98","6548679786918.33","7034278615739.2","7761952976918.17","8242097038699.27","8877955744466.33","9114076191736.29","9059176631186.45","9376421465437.29","10018713188704.9","10716549980151.5","11052808579649.7","10947733529033.8",
"Togo","TGO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3143793768.71383","3227359668.5707","3169509479.85661","2754832720.83066","3235214282.2086","3562205554.0889","3947955642.72942","4596313992.28004","4541147112.72324","4721039504.83477","4788761887.11867","4934097247.93671","5203938767.60351","5656788985.28084","5752230274.96743","5654631633.39529","5980142491.62285","6068624172.027","6437984956.00286","6846312814.35174","7348529660.79464","7982028402.80886","8312518982.11561","8869531772.51289","9481974532.77998","10232891545.4997","14675975035.1706","15491186678.2794","16652510155.7841","17875227517.7672","18400902866.928",
"Thailand","THA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243704776936.44","273508510873.185","302354117466.155","335062344296.83","369584550527.563","407975112537.678","438925726760.179","434472177806.373","405821181526.014","430503738812.986","459736308910.292","486002062027.422","524046605908.762","572153296151.954","624510338823.675","670930337815.91","725573263905.125","785559554134.532","814659803934.076","815201282465.631","886663383108.202","912789677004.354","1008787036643.55","1049947947719.55","1059446245268.47","1087226612256.61","1146040786539.43","1205839343826.68","1286523956730.17","1339169089346.26","1272174797206.97",
"Tajikistan","TJK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13948810420.6192","13396668717.9765","9728396272.62129","8325717579.94049","6692260120.44069","5984233759.00089","5076138124.45997","5253746792.58045","5595145003.02051","5885911735.25959","6518405161.84762","7299597562.71462","8215886644.11309","9288994386.48534","10521598322.1914","11576245665.9998","12761426591.0837","14126364377.612","15538830641.537","16267925440.6113","17527224069.2688","19217458989.9627","21658600564.2581","24403521790.6658","27259901285.7814","26633770683.0253","26986131282.0443","28886920271.4198","31828606812.966","34794158439.6855","36784402355.8287",
"Turkmenistan","TKM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20015657183.189","19739593096.7486","17167891730.0454","17838451532.9604","15067451073.3806","14275789426.5528","15511164098.4793","13988637086.1727","15150453923.9315","17905114091.9474","19306511215.6438","20587025239.2104","20966446359.9669","22053898151.24","23780109940.1755","27716902358.5036","31689174536.7677","36139178210.2943","42257926347.9712","45177464551.8191","49908653556.3434","58441023273.0774","63516102657.5469","68363227534.6331","73746160882.6569","76192141990.1124","78493347164.3458","81787812382.0508","88944116645.1711","96235413857.3095","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2635313844754.55","2824486254300.62","2975343844570.67","3118235434741.05","3342417158374.11","3456017980055.47","3648849309892.47","3909170066411.83","4045308143729.17","4102312670461.55","4349305784318.71","4471461789580.17","4554533109565.63","4734623725672.33","5160738991374.2","5565523974772.54","6117696743394.29","6638115273771.34","7063578718532.64","7033915565163.48","7564765984563.56","8159643541383.33","8420319534916.36","8804334292807.4","9092361717166.52","9061648992706.69","9315890881119.15","9805090714251.19","10195387522522.9","10506772039785.7","9924716097925.65",
"Timor-Leste","TLS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1106233295.28028","1315307964.86942","1246584234.64135","1242025426.76941","1280565272.93104","1359904698.21736","1343342929.98393","1520991649.5761","1727196061.83083","1916911114.95712","2120168682.56843","2293373047.5717","2657507560.40396","2863816239.45486","3195409377.04446","3484489056.31503","3817094819.87245","3950440170.81798","4017476409.64573","4888051720.09448","5458021150.88507",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035381368765.58","1142787641044.64","1223367407648.64","1286939788350.87","1333392403608.36","1398626958803.68","1508907592609.16","1588429298000.58","1715077407450.16","1817612398995.4","1979547778523.81","2069502457650.08","2166322705282.45","2244262695677.15","2490344226807.48","2676763745366.84","2899451648646.47","3160364135735.82","3339493162342.94","3451377416511.69","3674285863392.65","3724761792903.63","3890663040235.2","3923530668163.68","3868820130793.1","3685187765621.84","3731067701989.21","3905694823126.72","4027500532326.5","4123594687306.31","4062773418647.99",
"Tonga","TON","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211476125.975929","232652599.47768","238554131.134386","253337329.665247","271561663.083581","297713477.92481","308638246.016355","318000765.826021","329486805.091344","346647342.218725","357501033.436557","379038972.501128","403700991.227731","420688742.250552","421599997.578106","435084875.18965","447585173.910244","460854537.20068","492135953.318173","470106006.788689","479405189.692076","522789476.016376","537201410.028576","548336007.479678","569753301.326074","581920852.517635","626665875.334549","659659610.60098","677524470.531587","694681321.766556","707392993.293239",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410037696480.05","1486329166873.35","1607910856318.99","1717362329357.27","1859754965357.76","2030223917163.64","2208728109111.65","2331992800734.67","2488897368423.86","2719547760826.4","2893392827659.64","3089559750325.18","3251670881750.39","3554784590048.65","3927148886115.7","4356537115755.4","4831943068242.15","5322183577367.77","5599089142638.25","6039034875289.21","6571091928385.96","7048797328729.67","7698345358320.45","8115578997724.88","8524714304086.09","8997144234395.87","9667844565849.8","10352072609228.2","11283286042394.1","11947248357696.8","11384086727950.1",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","918428117393.259","954888342045.271","975583370961.015","993545205714.189","1025724384885.11","1084276552681.31","1161418505548.93","1228696682046.74","1274016512192.6","1322397434440.29","1399703951700.36","1491823802095.49","1608089890050.64","1706483419550.17","1868067379332.67","2043154164338.5","2233580995805.83","2435645164872.33","2613697813307.32","2713000319914.89","2904564926762.25","3092695942484.96","3167620766619.38","3418590838225.53","3667753095992.35","3756796742343.53","3886817021500.25","4059503962363.49","4276139947789.54","4469203986535.88","4435508213669.5",
"Trinidad and Tobago","TTO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8615418273.36366","9183986222.90918","10341342963.6509","10515632291.1647","11123307413.6588","11789226899.7177","12861583858.3229","14076430151.7184","15391383818.2531","16866568502.1044","18433660293.0865","19623254953.7092","21515724140.0159","25080076590.9921","27802843914.6099","30448919825.5049","35513782835.9398","38201536928.0892","40265505814.1182","38790636866.3214","40546766248.0083","41271904854.1059","40429583658.4053","40692077547.4007","40459460682.7715","37543299885.6908","36353531702.6126","36459762017.8677","37359813803.2426","37552767373.0027","35007395143.5453",
"Tunisia","TUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31189802892.5485","33503571406.6562","36941883712.657","38645671048.3139","40725468082.7705","42557251905.3609","46433320085.0301","49835212095.5792","52806948182.4196","56812806736.9901","60818528633.3931","64512016757.525","66399147994.3714","70812581761.4","77253611668.0238","82437399972.7377","89386049729.86","97945690367.5215","104082324491.692","108067638593.335","113165544073.031","113606834678.429","116403039867.802","117962253505.653","121969614202.581","121023947239.325","124271304808.641","128448841730.819","134835542401.337","139166669857.16","127863464050.546",
"Turkey","TUR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458849094033.858","478834581135.413","519113174022.797","574167160166.75","554454650265.61","606769623281","659963766816.877","722051785240.737","558243127943.698","546531228972.082","609198353155.15","595977284449.929","612446571084.024","640401373785.104","735154823606.574","815102819831.078","944033640633.36","1041497815201.37","1139547816150.73","1113289461626.19","1269742921922.08","1454111481655.52","1550688774591.71","1703669566586.39","1860471150579.8","2022398639513.72","2116397789617.2","2264269908091.15","2301105950299.49","2277897662586.51","2371086313389.97",
"Tuvalu","TUV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13742273.4053607","14719758.5494137","15475078.3301427","16493101.3987161","18577583.1301184","18017938.1433357","17254059.7442012","19319416.3721693","22565312.0421989","22533141.5973227","22813268.449394","23694630.7691774","25967580.3911648","25568108.5654111","25901421.4416114","25698736.5965312","27042747.5286992","29532691.6513663","32510673.048356","31306381.7317564","30806737.5013667","33814047.7894768","33140653.3073037","35265651.51418","36402184.4892923","40108842.1716891","41759646.8215979","44286546.3948485","46483604.4601299","51929349.4095432","54847199.7619244",
